s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	sn11	sn12	sn21	sn22	sn31	sn32	sn41	sn42	sn51	sn52	ts11	ts12	ts21	ts22	ts31	ts32	ts41	ts42	ts51	ts52
-0.23896	1.79217	-0.07951	1.48693	-0.20948	1.24173	-0.11284	0.94551	-0.26346	1.02963	1.18338	1.2939	-0.30696	2.88715	-0.72999	0.83176	0.42164	2.13353	-0.20237	2.03536	-0.57152	-0.39397	-1.29035	-2.56832	-1.05971	-0.87632	-0.93244	-0.20272	-0.86602	0.17365
-1.36176	2.71791	-0.64567	1.61896	-0.84814	1.20629	-1.08742	1.32489	-1.14947	1.29851	0.44706	0.56122	0.8652	1.04754	-0.28932	-0.99594	-0.35592	0.58499	0.04442	1.04273	0.38694	1.24752	-1.57978	0.20085	-0.61354	0.5283	-0.76717	0.47462	-1.08479	1.17191
-1.861	-0.68677	-1.79539	-0.15125	-1.43248	-0.49083	-1.37918	0.71339	0.22472	1.6757	0.6962	0.56557	-0.62566	1.57425	-1.19589	0.13863	0.30933	2.28248	-0.55896	2.0981	0.75498	-0.47092	6.96206	-10.26773	-1.05845	-0.90664	-0.91769	-0.19623	-0.81434	0.17209
0.42139	0.49873	0.14288	0.11727	0.48306	0.25762	0.13365	1.20023	0.21407	0.77986	-1.19221	-0.21488	-1.52558	-1.85927	-0.49667	-0.17621	0.42459	0.74919	0.18697	1.09879	0.54336	1.4912	-2.05596	-2.31076	-0.95291	-0.5017	-0.715	-0.04823	-0.5579	0.34467
-0.0372	-0.49668	-0.01662	-0.10777	-0.01864	-0.30349	-1.03113	0.8138	-0.37185	1.30641	-2.76807	-0.8084	-1.4141	-0.2308	-1.22531	-0.52606	-0.03817	1.65709	-0.10771	1.8799	-0.75005	1.15697	0.16759	-0.88871	-1.02807	-0.94723	-0.99136	-0.10871	-0.97034	0.3639
0.02309	0.57598	0.00583	0.14123	0.02257	0.55221	-0.74384	1.36404	0.08043	1.50876	0.63375	-0.27148	-0.2145	-0.14118	0.3512	-0.47842	-0.01161	-0.05782	0.18661	0.75995	0.13181	1.1428	-0.24715	-0.23756	-0.3907	0.39426	-0.15117	0.00261	0.01863	0.24642
-0.1697	-1.97555	-0.05611	-1.95411	-0.10088	-1.56118	-1.13586	-0.8609	-1.20634	0.27111	-0.06222	-1.34972	-1.46131	-1.11597	-1.75031	-0.96097	-0.3679	-0.20408	-0.42309	0.13967	0.99936	0.32325	0.03623	-0.03743	0.17999	-1.09942	0.14571	-1.30304	0.0389	-1.438
0.28648	-2.17601	0.09094	-1.69129	0.14346	-1.51721	-1.00044	-1.29259	-1.6793	-0.1208	-0.78506	1.72712	-0.38997	2.08532	-0.38905	0.2195	-0.35232	-0.57743	-0.2739	0.1716	0.03599	0.42176	-0.25944	0.51733	0.13763	-0.97284	0.15752	-1.27067	0.22592	-1.35951
0.18042	-0.4694	0.05614	-0.1034	0.10994	-0.27057	-1.65619	0.2493	-1.52945	0.40667	-0.86587	1.24164	-1.11491	1.44708	-1.10697	0.47489	-0.2156	-0.66804	-0.18592	0.37957	-1.83871	-1.4107	-0.18573	-0.22673	-0.06712	-1.12905	-0.03069	-1.13154	0.00013	-1.11776
0.57494	-1.02107	0.24148	-0.28546	0.71157	-1.08379	0.77312	1.50659	1.02338	1.28956	-1.73457	-1.27242	-0.82736	1.7148	0.40926	2.48895	-0.42534	-0.46465	-0.53603	0.08162	-0.60311	0.3674	-0.05601	0.23016	-0.09279	-0.37024	-0.04286	-0.58094	-0.05492	0.09095
0.18434	-0.88068	0.05756	-0.2384	0.02847	-2.58089	-0.75964	-1.3133	-1.53573	0.59052	0.64142	1.85689	-0.10635	1.78494	0.09559	0.39931	0.0628	-0.35312	-0.17742	0.56562	-0.61699	-1.60127	-0.12207	0.08107	-0.16722	-1.07895	-0.11778	-1.0392	-0.16155	-0.96054
-0.14277	-0.48568	-0.05149	-0.1045	-0.08181	-0.25678	-0.88931	0.50698	-1.01407	0.13195	0.78136	0.56619	0.68986	2.84903	0.04402	0.41273	0.14865	0.02836	0.17995	0.45081	-0.81492	0.19468	6.05935	-3.64355	-0.11447	-0.99602	-0.07182	-0.99756	-0.12831	-1.07911
0.48501	0.85359	0.1728	0.20716	0.45079	0.73891	-0.31659	1.44508	-1.39668	0.38537	-1.03469	2.28714	-0.62484	1.37178	-0.36862	1.63437	0.12725	0.04194	0.18385	0.50691	2.70227	0.37838	-0.77921	-1.09067	-0.12661	-1.01817	-0.04755	-1.01088	-0.17609	-1.1072
0.41629	-1.15637	0.14652	-0.36403	0.42458	-1.0939	-1.26699	-0.39586	-0.41426	-0.50984	0.96608	-2.7545	0.65734	-2.07829	1.40574	-2.06295	-0.03787	-1.55379	-0.27906	0.03186	0.89754	0.3481	-0.16136	-0.08023	0.02548	-0.89301	0.06483	-1.03463	0.14762	-0.98628
0.01646	1.85257	-0.00698	2.1451	-0.01359	1.60678	-1.0177	1.55719	-1.64748	0.89061	-0.07403	0.02399	-0.43461	0.28835	-0.28592	-1.24008	-0.05993	-0.61071	-0.15484	0.48958	-0.31511	0.34965	-0.20585	0.15959	-0.17481	-0.83731	-0.08965	-0.84241	-0.07146	-0.85309
0.24656	0.36511	0.08973	0.08438	0.24837	0.13759	0.79004	1.31431	1.33031	0.93932	0.49301	0.39049	-0.38797	-1.36976	-0.61311	-1.99237	-0.82986	0.1989	-0.85917	0.02629	-1.05973	1.44333	0.09349	-0.6923	0.19071	-1.04528	0.18078	-1.33861	0.18197	-1.58058
0.69581	-1.26963	0.30689	-0.41272	0.75897	-1.28274	1.20551	-1.40224	1.77956	0.61346	0.24847	-1.1228	0.03771	-1.44103	-1.41041	-0.92722	-0.3876	0.23945	-0.74001	-0.12989	0.32985	-0.68907	0.02578	0.01547	0.40017	-0.97795	0.47609	-1.4372	0.54773	-1.80105
0.29905	1.23195	0.10338	0.43245	0.25944	1.19028	-1.58189	1.00859	-1.55223	-0.02996	1.12553	-0.80197	-0.84435	-0.19163	0.39278	-0.86745	-0.12588	-1.40302	-0.1636	0.12135	0.03858	0.46208	0.0353	0.23342	0.04358	-1.09485	0.0468	-1.14772	0.07988	-1.09546
-0.46699	0.11856	-0.18928	0.02843	-0.76395	0.03203	-1.20574	0.79323	-1.22971	0.76565	-1.88669	0.98877	0.41913	-1.5217	-0.46209	-0.96193	-0.0753	-0.11976	-0.08146	0.42239	0.43696	1.44553	-2.64249	-0.41298	-0.13597	-1.11254	-0.06819	-1.04671	-0.17888	-1.074
0.07336	-0.67205	0.02146	-0.16522	0.05831	-0.84972	1.57127	-0.87511	1.77277	-0.50859	-0.16437	-0.27214	0.04365	-1.01112	-1.49457	-0.69296	-1.30034	-0.36719	-1.41223	-1.31089	0.12536	-0.64498	0.02074	0.22671	0.85222	-0.69001	0.75497	-1.28457	0.72512	-1.69555
0.16623	-0.61387	0.0515	-0.13746	0.10245	-0.59551	-1.61336	0.32812	-1.66737	0.1791	0.73635	0.38707	-1.18146	-0.29945	-0.45586	-0.94878	-0.21564	-0.66935	-0.13334	0.28547	-1.14732	-0.19953	-0.08837	0.23132	-0.05324	-1.06046	-0.0384	-1.11412	-0.03351	-1.10944
1.23622	-0.68889	1.63892	-0.1632	1.28069	-0.49547	-0.75954	0.12971	-0.24824	0.09405	-0.83817	-0.31711	-0.68282	-0.63489	0.09364	-1.20638	-0.44009	-0.40539	-0.50815	0.18709	0.25923	-0.60159	-0.16618	0.37976	0.09977	-1.1277	0.09831	-1.33043	0.15638	-1.43046
0.26976	0.36181	0.09704	0.08382	0.26976	0.13612	-0.20044	1.08408	-1.10517	-0.23894	-0.58326	-0.88582	-0.78317	-0.15666	-0.25693	0.48266	-0.11403	-0.53653	-0.22429	0.20116	1.59936	-0.09597	-0.28675	0.65074	0.09717	-1.09101	0.08175	-1.27619	0.0703	-1.3749
0.97553	0.31992	1.13228	0.0681	1.23579	0.08563	0.46764	0.28494	0.35047	-0.27758	1.79203	0.70013	0.76948	0.72744	0.29656	0.8236	-0.82369	-0.41706	-0.66663	-0.03169	-1.53968	1.01953	0.06643	0.27363	0.23799	-0.96906	0.21301	-1.33525	0.25642	-1.53218
-1.11731	-0.22059	-1.50837	-0.0467	-1.38519	-0.12604	-1.32812	-0.51173	1.34207	0.98715	0.09901	0.01576	-1.3094	0.57885	-0.89994	0.70645	-0.98872	0.50442	-1.30416	0.04424	-1.82982	0.19767	0.43827	0.2125	0.71476	-0.87728	0.62358	-1.43163	0.63062	-1.79995
-0.30021	-0.47729	-0.11036	-0.10063	-0.24147	-0.24117	-1.51652	0.20634	0.67534	1.32205	0.07354	-0.39792	0.97903	-0.0514	2.87049	0.16288	0.33556	-0.60963	0.27082	0.18767	-0.36286	1.18283	-0.1357	0.21407	-0.15525	0.72881	0.13471	0.21897	0.33697	0.40574
-0.20126	0.66569	-0.06767	0.16996	-0.10139	0.70956	1.17683	0.86562	1.6319	0.45333	0.8377	0.01979	0.99061	1.18201	-1.18331	0.35193	-1.52782	0.15215	-1.44134	-0.24852	0.30474	-0.52629	0.05	0.14972	0.97737	0.13919	1.02327	-0.53078	1.11618	0.03718
0.47467	1.29071	0.16934	0.52023	0.59788	1.20833	-0.46756	1.59101	-1.34789	0.98665	0.87909	-0.44134	0.22294	0.18542	-0.00916	-0.51952	-0.30575	-0.04621	0.17501	0.49148	-1.47584	2.07447	0.01416	-0.1721	-0.32173	0.26579	-0.0785	-0.03193	0.11721	0.29896
-0.11121	-0.29267	-0.04236	-0.06078	-0.06835	-0.16664	-0.89701	-1.34969	0.63594	-1.40808	0.05557	0.87407	0.08359	0.39685	0.91963	0.1365	0.59108	-1.61961	0.64644	-1.22241	-0.17025	0.32233	-0.17983	0.17676	0.25251	0.88427	0.43479	0.32408	0.68685	0.4737
-0.31702	-0.96907	-0.11716	-0.26372	-0.22413	-1.0206	-1.51384	-0.39726	-1.45431	0.37892	-0.01069	-0.5412	1.18122	-0.66405	2.05892	-0.66001	-0.07472	-0.73313	0.30277	0.33378	-0.9265	-0.47716	-0.05005	-0.00166	-0.28738	0.35428	-0.01986	0.05912	0.17042	0.273
0.77867	0.3337	0.55467	0.07371	1.2173	0.09289	1.09804	0.65319	0.80702	-0.52557	-0.82989	0.98789	1.36957	0.57371	-0.67238	-1.83233	-0.14945	-1.85164	0.14654	-0.44559	-0.06353	-0.62546	-1.93692	4.14609	0.05623	0.76702	0.33423	0.27713	0.53525	0.38456
0.7984	-0.43851	0.66679	-0.09439	1.1108	-0.22443	0.37557	0.50945	-0.29625	0.04022	-1.24598	1.4638	-0.84359	1.04496	0.37308	0.01602	-0.59854	-1.02344	-0.01167	-0.09667	-0.35724	-0.18265	-0.25191	0.01282	0.3257	-0.83839	0.32906	-1.12749	0.34408	-1.24636
-0.50993	0.49706	-0.2104	0.10753	-1.00675	0.54447	-0.38827	-0.27457	0.54142	0.17687	0.72235	0.51855	-0.01111	1.25142	-1.27212	-0.42545	-1.51233	-0.29605	-0.90309	-0.44361	1.20646	1.54838	0.08386	-0.14234	0.88883	-0.32524	0.89359	-0.82344	0.89644	-0.76114
0.40381	0.25975	0.14751	0.06381	0.69576	0.10312	1.5017	0.84309	1.63059	-0.73835	-1.35628	-0.67629	0.4188	-0.68646	0.75754	-1.70434	-0.2515	-1.92878	0.15698	-0.54025	-0.58254	0.22873	-0.32019	-3.25404	0.17652	0.94237	0.39138	0.28781	0.56733	0.33636
0.01743	-0.37616	0.00154	-0.07766	0.01422	-0.19587	-3.94328	-0.56984	0.37282	-0.66391	0.92869	-0.13389	-0.14464	-0.25124	1.43115	-0.60159	-0.17622	-1.235	0.43094	-0.03614	-0.546	0.13546	-0.20764	-1.46632	0.1123	0.9488	0.36495	0.32532	0.64928	0.35786
0.26873	-1.50806	0.08773	-1.01903	0.16363	-1.34437	-0.59373	-1.44782	1.09783	-1.11275	1.01965	-0.55047	0.29119	-0.39287	-0.37948	-2.68752	-0.64648	-1.85412	0.11432	-0.65929	-2.48591	2.11131	0.31677	-0.0068	0.20985	0.94769	0.42607	0.32729	0.62967	0.40209
-0.74854	-0.90119	-0.40415	-0.21403	-3.16423	-0.11091	-1.76586	-0.65006	0.95645	-1.64307	-1.0379	-0.60926	-2.02996	-0.8857	-0.55606	-1.1252	0.02729	-2.1402	0.15186	-0.85889	0.32864	-0.13504	0.11393	0.42862	0.26886	0.93157	0.44216	0.28972	0.66653	0.46692
-0.37559	1.05417	-0.12229	0.34967	-0.09703	2.70506	-0.64134	1.57591	-1.62521	-0.27727	-1.36366	-1.0896	-0.77952	-0.88091	-0.62142	-1.55086	0.07946	-1.28446	0.3583	0.02367	-1.47572	1.61034	-0.1726	0.10144	-0.12171	0.71584	0.1483	0.17137	0.21524	0.20949
-0.44532	-0.78837	-0.17398	-0.18542	-1.22334	-0.99107	-0.71125	2.07112	-0.60572	1.58466	0.28496	0.15273	-1.2157	0.86665	1.69958	-0.5533	-0.44372	-0.20425	0.15643	0.5539	0.2376	-0.13035	-0.06399	0.37211	-0.36777	0.29032	-0.10245	-0.0065	0.08683	0.26124
-0.70086	-0.13616	-0.36407	-0.0291	-1.33306	-0.09233	-1.38811	-1.06109	1.80271	-0.46552	2.08787	2.32141	-1.36749	-0.10525	-0.57667	-0.27956	-0.93659	-1.89752	-0.32928	-0.82212	-1.18174	0.6352	0.01705	0.07905	0.46725	0.71751	0.5982	-0.06241	0.69795	0.15488
0.58349	0.61614	0.2499	0.15074	3.07995	0.13406	1.83301	0.05596	1.78867	0.27853	0.59111	0.06309	2.73518	1.49572	2.7463	2.62692	-1.0333	-0.41203	-0.17504	-0.22517	-0.19509	0.93675	0.1125	-0.04778	0.77958	0.23859	0.84897	-0.39853	0.7431	-0.07417
0.20039	-0.81143	0.06527	-0.20004	0.13836	-1.06428	0.97376	-1.56265	1.91486	-0.17245	-0.61295	-0.46884	0.9396	-1.07363	-0.73635	-1.20906	-1.67669	-1.14165	-0.99567	-1.05547	-0.2134	1.57925	0.00818	0.10685	0.73094	0.12873	0.7079	-0.53652	0.58944	-0.80992
0.70317	-1.67253	0.26529	-1.26784	0.62725	-1.22765	-1.40602	-0.006	-1.07753	0.48344	-0.12317	-1.6066	0.27376	0.86761	-0.53379	0.50603	-0.1053	-0.47365	-0.12451	0.21449	-0.82353	-0.8136	0.25811	-0.08077	-0.02254	-0.60037	0.04691	-0.79969	0.27766	-0.79959
0.03797	0.07635	0.01013	0.02096	0.03432	-0.00173	1.36523	-0.71754	0.2068	-1.47479	-1.12395	-1.78681	0.53671	-1.85322	0.61717	-0.84716	-0.22907	-1.95967	0.29696	-0.72444	-0.57887	0.23597	-0.04621	0.7111	0.26389	0.88311	0.43395	0.32743	0.65805	0.59255
1.20409	-0.86863	1.67208	-0.20731	1.35974	-0.94939	1.28703	0.93855	0.89004	1.34479	-0.56931	0.24906	-0.81929	-0.42386	1.40586	-0.22209	-0.08201	-0.70571	0.17458	0.17185	-0.54476	0.18716	-0.08446	0.42638	-0.14789	0.6531	0.15227	0.22983	0.34999	0.30813
-0.3191	-1.88205	-0.10934	-1.43864	-0.29098	-1.36009	0.02801	-1.53702	-0.18358	-1.68463	0.52302	-0.758	-0.64757	-0.12671	-0.67757	0.67995	1.38627	-1.13248	1.34123	-1.69738	-2.40827	-1.32919	0.3906	0.54689	2.05189	0.48836	1.83139	1.20921	1.5515	1.18722
0.30611	-0.63677	0.10551	-0.13901	0.24888	-1.01808	1.12352	-1.0576	1.23413	-0.81276	-0.03351	0.42801	-0.3127	-0.05135	-0.99571	0.66377	0.20654	-0.77104	-0.78646	-1.91951	-1.42816	1.02433	0.70139	0.42694	1.65808	0.63726	1.44379	1.2955	1.37395	1.86001
1.12896	0.69114	1.64006	0.15774	1.31673	0.45355	0.65568	-1.35761	-0.04421	-1.58553	0.41994	-0.33994	-0.40012	-1.03532	0.42287	-0.25438	1.42816	-0.86752	0.84273	-1.60842	0.90051	-0.20362	0.71965	-0.04914	2.07982	0.54325	1.81714	1.25448	1.37441	1.16514
-1.32986	-0.36605	-1.95172	-0.0915	-1.45591	-0.35623	-0.3103	-1.2764	0.01031	-1.2939	0.30115	0.80883	0.93771	-0.0655	1.05303	1.65365	0.92099	-0.68966	0.93571	-1.39298	0.2471	0.10104	0.64251	0.19528	2.13665	0.41067	1.75128	1.19739	1.45413	0.96182
1.30595	0.16182	2.653	-0.01679	1.71801	0.2569	1.2971	-1.17717	-0.0613	-1.44776	1.40883	0.70542	1.97591	-1.86089	1.02098	-1.42251	1.16256	-1.56479	1.11486	-1.57565	-0.31609	0.51662	1.09846	-0.05219	2.69191	0.28815	1.28549	1.31097	1.63742	1.41054
0.41141	-0.04135	0.14646	-0.00393	1.18404	-0.04126	0.86777	0.3844	-1.48587	-0.70387	-1.22737	0.199	0.32197	-0.91932	1.35091	0.8813	1.38667	0.05728	1.37712	-0.53956	-0.22222	-0.212	0.03151	-0.21666	1.95433	0.21052	1.90666	0.96909	1.69643	0.81241
-0.94723	1.42641	-0.54246	0.46138	-0.92466	0.90461	-0.02799	-1.78634	-0.09225	-1.3778	-1.93835	-0.89978	-0.9119	0.46692	0.17187	-1.03062	1.51865	-0.88669	1.12996	-1.69715	0.50034	-1.03824	0.44999	0.27321	2.10375	0.49974	1.83016	1.21696	1.48109	1.11829
0.84504	0.43608	11.33783	0.09487	4.35516	-0.01339	1.40007	-0.57963	-0.13698	-1.35806	-0.09807	0.26755	-2.35702	0.70287	-0.71877	1.01394	1.42184	-0.97149	0.87703	-1.56705	-2.21452	-0.09599	0.96128	-0.10998	2.01965	0.46551	1.79329	1.23973	1.35519	1.12557
0.23653	0.52949	0.08608	0.12055	0.23403	0.31734	1.64122	-0.65904	0.70743	-1.40528	-0.12763	0.9468	2.57687	-0.59349	0.98533	-0.32993	1.23273	-1.27265	0.05628	-1.90021	0.10611	-1.50158	0.48033	0.97704	2.05332	0.76472	1.62527	1.44845	1.39093	1.60341
-0.22299	-0.72429	-0.0792	-0.17163	-0.12744	-0.77303	0.07629	-1.30833	0.6015	-0.96098	-0.23608	-0.25847	-0.5787	-0.36164	-2.31023	0.08075	0.83553	-0.66103	-0.18218	-1.49234	0.83442	-0.83135	0.19645	0.17954	0.48042	1.43446	0.31102	1.36469	0.56532	1.53697
0.10747	-0.18474	0.03348	-0.03343	0.0786	-0.10333	0.61992	-1.60664	0.09347	-1.80441	-0.74784	0.09981	0.11315	-0.00202	1.07009	0.523	1.64819	-1.29696	0.87356	-2.04972	-0.18369	0.83947	1.072	0.1625	1.76372	0.5543	1.73509	1.36345	1.30488	1.30535
0.69152	0.68119	0.28032	0.16225	1.56468	0.45944	1.31215	-1.22201	0.91361	-1.51888	2.05922	0.03573	-0.46739	-0.99602	0.46703	0.09192	1.10826	-0.84775	-0.06046	-2.02343	0.33034	0.30053	0.84876	0.31142	1.95262	0.8454	1.59223	1.46443	1.29858	1.60797
-0.6741	-0.24521	-0.32669	-0.05036	-1.19404	-0.14725	-0.91207	-1.5166	-0.47329	-1.83115	-0.51397	0.48088	-1.99295	-1.82575	-0.63333	-0.42023	1.25927	-0.87528	1.62854	-1.72791	0.11673	-0.39887	0.30159	-0.01643	2.01186	0.33009	1.89468	1.16235	1.59589	1.1255
0.30277	-0.18726	0.10796	-0.03354	0.25031	-0.1002	0.08867	-1.38243	-0.21142	-1.50857	0.61175	0.78207	-0.50757	-0.04971	0.08551	-0.54427	1.2264	-0.91235	1.24371	-1.60792	-0.93605	2.4013	0.653	-1.37057	2.1944	0.39927	1.88442	1.18828	1.54533	1.13086
-0.74504	-0.02513	-0.44008	-0.00636	-1.03072	-0.07031	0.81985	-1.16798	0.70268	-1.14623	-0.85656	-0.19593	-0.68141	0.71293	1.19592	0.13694	0.98311	-0.79803	-0.15669	-2.06713	1.24918	0.06639	0.74954	0.53391	1.80407	0.7573	1.53802	1.47475	1.26952	1.81396
1.4391	-0.63494	1.60036	-0.14838	1.27304	-0.51595	-0.31665	-1.32798	-0.39279	-1.40478	-1.75921	0.42009	-0.37226	0.14392	-0.66118	-0.16788	1.49174	-0.74159	1.3074	-1.51821	4.66585	-0.07919	-1.97275	6.98281	2.08276	0.36287	1.85938	1.12634	1.55193	1.04858
0.37357	-1.00565	0.12549	-0.26148	0.34631	-0.97532	0.10855	-1.60133	-0.10907	-1.70866	-1.09838	2.70695	-0.50728	0.94349	0.57955	-0.71378	1.57512	-0.72666	0.94517	-1.805	-0.80726	0.49778	0.675	-0.13142	2.01704	0.48735	1.82484	1.27374	1.41667	1.18321
-0.02842	0.44644	-0.0119	0.09941	-0.00699	0.17654	-3.30457	0.82144	-1.42269	-1.05316	2.61405	-0.48247	0.51197	-1.11361	-0.99247	1.53145	1.00795	-0.80637	1.61924	-1.01017	0.42464	1.05927	0.33849	-0.00752	1.95902	0.21401	1.92922	1.03149	1.69225	0.87368
-0.03568	0.16094	-0.01479	0.03889	-0.01149	0.031	-0.38678	-1.6735	-0.56197	-1.71438	-0.18264	-0.59064	-0.81422	1.68318	-0.25575	-0.5728	1.30365	-0.97132	1.7451	-1.57239	0.57004	0.18454	0.56081	-0.18675	2.13611	0.39483	1.90196	1.12415	1.62902	1.04482
-0.19346	-1.48332	-0.07066	-1.04518	-0.16478	-1.34858	0.42188	-1.66018	0.02766	-1.74486	-0.32165	1.43911	-0.60576	0.80345	0.0902	0.71491	1.69514	-0.83675	0.70726	-2.11577	-0.17859	-0.45984	0.72093	0.18417	1.86467	0.6498	1.68286	1.36934	1.21178	1.34225
0.42427	0.11332	0.15193	0.02806	0.57505	0.01619	0.69376	0.49391	-0.03132	0.23827	-1.08337	0.79278	-1.10249	1.18347	0.10953	0.10148	0.03541	1.02569	-0.58418	0.80643	-0.94599	0.15537	-0.11954	-0.11081	-0.43518	-0.2237	-0.1626	-0.2192	-0.10237	-0.33573
0.5488	0.19803	0.22677	0.04701	0.9085	0.05309	0.77955	1.15364	-0.40516	1.4969	0.13689	1.20603	0.70036	-0.38663	0.66663	1.22556	0.29007	1.35219	-0.43475	1.11822	0.66754	2.0772	-0.19335	-0.22722	-1.04152	-0.87545	-0.85283	-0.27134	-0.88945	-0.13206
0.55764	-1.31893	0.19907	-0.5074	0.56947	-1.14036	-0.99938	0.7049	-0.87243	0.7346	1.10924	0.46653	-0.27187	-0.1446	-0.29783	-0.69601	0.14345	0.49407	0.81834	0.99025	-0.52717	-0.65337	0.11712	0.6239	-0.79722	1.69579	-0.83031	1.16102	-0.8467	1.3134
1.09326	0.90314	10.27988	0.15224	4.11337	0.01233	1.70279	0.58284	0.00821	1.74495	-0.08744	1.6438	1.95136	-0.83744	1.73046	-1.10739	0.52616	1.51733	-0.18977	0.99962	1.36014	0.60428	-0.41104	-0.11757	-1.03896	0.00766	-0.71294	0.33603	-0.79463	0.9146
-0.85571	0.50807	-0.71082	0.11043	-1.1148	0.34122	-1.11151	0.79899	-1.30613	0.42876	0.3704	1.01221	-0.15646	0.07827	0.25146	1.18952	0.02694	0.23431	0.84861	0.67919	-0.75802	0.67962	0.2008	0.63435	-0.69813	1.80239	-0.9499	1.28116	-1.13364	1.49581
-0.22645	0.03192	-0.08163	0.01077	-0.15229	-0.02009	-0.40858	1.7021	-1.21145	0.98895	1.50497	0.51838	1.60648	-0.62841	1.91601	0.51101	0.25946	1.1663	-0.28964	0.93416	1.28691	-0.28547	-0.27513	-0.25901	-0.92239	-0.44619	-0.53433	-0.19185	-0.43824	-0.22573
0.03007	0.60114	0.00846	0.15358	0.02942	0.61623	-0.55155	0.86659	-0.43302	0.83078	-0.15117	1.08938	-0.02505	-0.08552	-0.27431	-0.18885	0.35834	0.78164	0.80369	1.25475	0.50657	-0.85061	-0.88345	0.30317	-0.76571	1.06605	-0.66631	0.7941	-0.60198	1.08692
-0.86902	-1.51592	-0.45903	-0.62571	-0.72467	-1.19931	-0.806	0.95314	-0.63714	1.19756	-1.35419	-0.14678	0.45618	-0.4355	-1.11013	-0.34294	0.03187	0.81692	0.33982	1.42826	0.58092	-0.11484	-0.43337	-0.33027	-0.94183	-0.34535	-0.8512	0.1509	-0.84555	0.68918
0.39582	-0.96303	0.13625	-0.26739	0.40059	-0.94431	0.03759	1.19275	-0.60541	1.23328	-1.15783	2.02266	-0.17854	0.8342	0.81565	1.05475	0.38434	1.4979	-0.4107	1.11207	0.86888	-1.7116	-0.39162	-0.24	-0.95298	-0.60185	-0.60185	-0.28826	-0.4695	-0.27709
-0.29151	-0.69235	-0.10788	-0.1515	-0.20587	-0.62455	-1.40639	0.33938	-1.40298	0.28225	-0.33723	-0.32505	-1.17909	0.50005	0.33127	-0.28992	-0.13714	0.41458	0.78332	0.65981	0.63895	-1.64536	0.35726	0.47073	-0.61792	1.81693	-0.9525	1.26907	-1.15276	1.43694
-0.60932	1.16254	-0.24408	0.37873	-0.666	1.12953	-1.05406	1.41121	-1.17292	1.37015	-0.81385	0.2516	0.83082	0.00176	0.67505	-1.14536	0.4718	0.56932	0.86561	0.90601	1.04314	0.17934	0.06469	0.10292	-0.8849	1.10979	-0.64685	0.84704	-0.56619	1.16303
0.95812	-1.4939	0.67071	-0.49116	2.80414	-0.21443	0.99661	0.65646	-0.26459	1.22583	1.39576	-0.08483	-0.89132	-0.04056	0.00209	1.53967	0.27511	1.65614	-0.64258	1.32706	-0.44894	0.83604	-0.19274	-1.1528	-1.10553	-0.83485	-0.8087	-0.26661	-0.91201	-0.167
-0.53251	0.90116	-0.19246	0.24993	-0.68197	0.88603	-0.7293	1.14038	-0.6908	0.82373	-0.39482	0.82823	-1.08275	-0.3763	-0.75249	0.53259	0.06188	0.25336	0.83892	0.91334	-1.14807	0.93224	0.18156	0.47736	-0.59912	1.72905	-0.84805	1.19988	-0.84684	1.37819
-1.6126	-0.40912	-1.76596	-0.08536	-1.41351	-0.20847	-1.18439	0.72553	-0.85486	1.29141	-1.19322	-0.71367	-0.40916	0.41695	0.45222	0.95443	0.01241	1.43626	-0.55076	1.00267	1.64037	-0.20172	-0.18391	0.23169	-0.91451	-0.53055	-0.56594	-0.26981	-0.42965	-0.29
0.24575	1.19051	0.08386	0.44267	0.20427	1.14374	-0.58637	1.59079	-1.256	1.17102	0.15882	-1.56941	1.1398	-1.33183	-0.10047	-0.59002	-0.06369	0.28404	0.83814	1.0408	-0.58024	0.9063	0.06924	0.93087	-0.71765	1.68501	-0.86309	1.17996	-0.8903	1.31085
0.33745	0.2128	0.12086	0.053	0.38193	0.08826	-0.03354	1.69975	-0.98821	1.06929	-1.16494	-0.89983	0.4425	1.0091	0.31424	2.35364	0.55676	0.92473	0.82532	1.44954	1.29514	-0.75225	-0.04644	0.05237	-0.81298	0.55616	-0.62121	0.49281	-0.56522	0.93155
-0.40355	-0.17697	-0.15151	-0.03307	-0.62851	-0.08955	-1.2198	0.36488	0.06727	1.06363	-0.28296	-0.83964	-1.07107	-0.77594	-0.36711	-0.21473	-0.13471	0.4407	0.61471	0.88043	-1.44372	-0.38489	-0.04949	0.44297	-0.77113	1.62481	-0.74175	1.09737	-0.72613	1.419
-0.70212	0.60456	-0.34997	0.1351	-1.16066	0.51961	-1.02839	1.30906	-0.68695	1.58993	1.36969	-0.48035	0.44967	0.92563	0.70408	0.31403	0.37698	0.8431	0.54515	1.4551	-0.9188	-0.68803	-0.09166	-0.04005	-0.89913	0.25969	-0.6668	0.35338	-0.55574	0.78175
0.92507	-1.3124	0.75108	-0.35463	1.03596	-0.9489	0.03969	1.445	-1.5564	0.51496	-0.10146	1.5394	-0.83242	0.8702	0.45452	0.42614	-0.24354	0.26958	0.85212	0.68049	1.66391	1.19247	0.32991	0.58649	-0.72558	1.83923	-0.95191	1.281	-1.12593	1.45172
