s11	s12	s21	s22	s31	s32	s41	s42	s51	s52	labels
-0.002905481	0.023371008	-0.013272114	0.069738453	-0.202281684	0.166882891	-0.227262208	0.216669959	-0.226917725	0.502358172	1
0.044048738	-0.066856665	0.170006936	-0.300587821	1.314374273	-0.781984252	1.368252838	-0.148895419	1.368313942	0.296098963	2
-0.059243975	-0.100118231	-0.088949394	-0.166721413	0.083936269	-0.304798807	0.177593152	-0.996250517	0.176410323	-2.811965876	1
0.0650828	-0.007465272	0.19223254	-0.245919619	1.337028181	-0.766275562	1.385809096	-0.146980697	1.38586856	0.285238729	2
0.032529256	-0.023267622	-0.011128526	0.088652656	-0.53862325	0.37961155	-0.593341988	0.276565659	-0.593037104	0.47451013	1
0.163814572	-0.06385425	0.288790863	-0.296048087	1.349115542	-0.729114321	1.366805745	-0.126078862	1.366888137	0.29673341	2
0.055529832	0.099553325	0.213546474	-0.184305893	1.622675802	-0.892550201	1.684862126	-0.111707303	1.684706537	0.492285407	1
0.075509031	-0.074807795	0.201158637	-0.307794898	1.322884447	-0.770315586	1.367213531	-0.143468562	1.367238712	0.296549728	2
-0.011780683	0.001578137	0.092724759	-0.213162002	1.160801002	-0.734159994	1.238211888	-0.313073966	1.23798949	-0.284378705	1
0.087463119	-0.062209039	0.213096654	-0.295579354	1.327440042	-0.76210363	1.368252079	-0.140682602	1.368308086	0.295508155	2
0.025561163	-0.045123745	0.179720697	-0.335277949	1.618453895	-0.972022346	1.695471324	-0.181224295	1.695628459	0.397912492	1
0.054829347	-0.047068569	0.180709166	-0.281180116	1.317585377	-0.771422855	1.368206626	-0.14508202	1.368245007	0.296203119	2
0.058812013	-0.109171585	0.214572277	-0.416964971	1.689697464	-1.036698461	1.767177102	-0.290729459	1.767511401	0.127137836	1
0.149405913	-0.132151037	0.27449505	-0.36279464	1.344933933	-0.75586207	1.36700703	-0.135009364	1.367048823	0.296540645	2
0.030205403	0.011303505	0.176185916	-0.265887887	1.549856869	-0.914791878	1.624473766	-0.210301387	1.624476727	0.224109846	1
0.067445686	-0.076091715	0.193472717	-0.310543704	1.326221468	-0.778787069	1.373697284	-0.151446813	1.373726723	0.281548885	2
-0.009551341	-0.130732563	0.151634858	-0.435072259	1.682788027	-1.060450182	1.774635375	-0.197237225	1.774929595	0.458294688	1
0.100347517	-0.00894693	0.225976291	-0.243723642	1.332295853	-0.7412515	1.369282884	-0.133739439	1.369340632	0.295426758	2
0.084467235	-0.053738998	0.270573353	-0.377254445	1.894938406	-1.070079723	1.957372274	-0.077048003	1.957575705	0.753911595	1
0.105987619	-0.05154111	0.231403225	-0.284761803	1.331945207	-0.75027095	1.36712401	-0.135768099	1.367139499	0.296490065	2
0.016946081	-0.034768104	0.081485626	-0.174723374	0.752954708	-0.484453369	0.800117931	-0.275130301	0.799850372	-0.41691979	1
-0.006997942	-0.075713544	0.132051421	-0.353490808	1.486877787	-0.947616219	1.575214781	-0.311084629	1.575466471	-0.025023223	2
0.014977674	0.284033167	-0.338163706	1.047432583	-4.013761943	2.665696424	-4.288329478	1.285097698	-4.287185747	1.368191	1
0.179333987	-0.114028371	0.304320789	-0.345042689	1.355201933	-0.73845533	1.368376742	-0.12822684	1.36838709	0.29621423	2
-0.122168199	0.04579137	-0.337660688	0.366381854	-1.984626231	1.004992881	-1.999615393	-0.464252943	-2.000873883	-2.45776865	1
0.084408478	0.024554073	0.125514373	-0.047447993	0.437764066	-0.196702138	0.431007148	-0.004358245	0.431100586	0.155148253	2
-0.035661631	0.013893238	-0.052813178	0.062374437	-0.248421708	0.15793163	-0.260088058	0.171117077	-0.260254186	0.404980402	1
0.00690042	-0.187726872	0.157389082	-0.512605631	1.697368633	-1.140175468	1.806298704	-0.533958278	1.806843048	-0.520463878	2
-0.170685877	0.005705172	-0.418903811	0.379912051	-2.313172138	1.148558269	-2.325365209	-0.491066879	-2.326806501	-2.662728412	1
-0.020000472	-0.233097197	0.141916154	-0.596243159	1.851442943	-1.288308192	1.984740695	-0.677729489	1.985646488	-0.802679015	2
-0.178066623	0.089782972	-0.505817923	0.665458894	-3.320597219	1.856542595	-3.413856824	0.05283692	-3.414756581	-1.654497751	1
0.071567326	-0.053566732	0.204192445	-0.309791449	1.420423643	-0.838537738	1.475430357	-0.214798932	1.475645135	0.150196175	2
-0.134632201	0.224706311	-0.49964294	0.974219797	-4.062805769	2.533605607	-4.272128179	1.029607854	-4.271996881	0.769092856	1
0.041149829	-0.032339877	0.169137952	-0.277982606	1.355686591	-0.808688311	1.416183846	-0.200798825	1.416253568	0.165127315	2
-0.139700649	0.242586778	-0.525754404	1.033791799	-4.290381894	2.676073763	-4.511156547	1.068218443	-4.51095179	0.74328535	1
0.07540348	0.008675964	0.165293847	-0.165416683	0.974280633	-0.544830109	1.004007699	-0.138735457	1.003910738	0.09204708	2
-0.169686906	0.214489222	-0.569591081	0.999943969	-4.330895346	2.62419988	-4.524917685	0.803136093	-4.525068021	-0.042116761	1
0.058361637	-0.029667843	0.188146675	-0.277895915	1.377379273	-0.809052455	1.433013946	-0.191609102	1.433123349	0.191996981	2
-0.107550288	-0.076773793	-0.25312473	0.074729978	-1.127433521	0.401873851	-1.080714988	-0.863238061	-1.082269503	-3.094133313	1
0.012888017	-0.042474805	0.155326635	-0.328004854	1.530737988	-0.952598029	1.615281074	-0.311539333	1.6155468	-0.022974469	2
0.096909574	-0.092058186	0.253021179	-0.379743604	1.642186411	-0.950829118	1.69556252	-0.157956711	1.695898048	0.421723938	1
0.144991964	-0.05886527	0.270196517	-0.291730665	1.344903226	-0.736757148	1.368435104	-0.130390859	1.368476723	0.293849602	2
0.095687905	-0.059815274	0.278824558	-0.378092169	1.869370667	-1.050513277	1.92710882	-0.076816446	1.92725202	0.733930272	1
0.150589869	-0.05755075	0.276928408	-0.293877179	1.362379702	-0.745300383	1.38563591	-0.139538542	1.385724151	0.273777911	2
0.063536614	-0.008045315	0.222373622	-0.290581356	1.629664002	-0.923304278	1.688946082	-0.111502647	1.688872001	0.520723343	1
0.098411554	-0.015235586	0.247975878	-0.29552145	1.583306572	-0.896653834	1.63476065	-0.176142493	1.635036443	0.311684355	1
0.048719587	0.107581116	0.205116164	-0.173870854	1.604268075	-0.883784498	1.667791229	-0.112189366	1.667631475	0.484260414	1
-0.175347284	0.045922482	-0.426752442	0.427006328	-2.353641779	1.184532509	-2.367303979	-0.476138417	-2.368711023	-2.655393683	1
-0.131415954	0.003679966	-0.334880082	0.336477928	-1.976496836	1.033122812	-2.007564672	-0.20315267	-2.008456985	-1.661288159	1
-0.225856041	0.071210972	-0.489180557	0.49743483	-2.57045251	1.326114082	-2.59207473	-0.291533633	-2.593189349	-2.21963155	1
-0.201706275	0.193913179	-0.579051919	0.89262899	-3.951394908	2.301209883	-4.08844436	0.377155304	-4.08900468	-1.076298026	1
-0.068505445	-0.104205853	-0.108559097	-0.153421545	-0.017953931	-0.254338909	0.074933606	-1.014184468	0.073753903	-2.925495343	1
0.043769157	-0.054425178	0.199694636	-0.353763067	1.664667389	-1.000582519	1.741746851	-0.229505221	1.741899162	0.271202445	1
0.02548051	-0.063854634	0.18194818	-0.358822174	1.644920024	-0.99458972	1.723621442	-0.186746517	1.723803154	0.406391741	1
-0.022945508	-0.157931793	0.141471233	-0.469598283	1.713298096	-1.096640793	1.81116284	-0.200563222	1.811536265	0.496938926	1
-0.041245452	-0.162487854	0.111942865	-0.449203958	1.580322047	-1.025319875	1.675930422	-0.185702592	1.676190783	0.462711749	1
-0.040511768	-0.178336539	0.121893674	-0.484997711	1.681949351	-1.093266707	1.783166764	-0.192783027	1.783536349	0.5230571	1
0.041463811	-0.148854857	0.201225754	-0.455154656	1.691493643	-1.047955477	1.769612058	-0.234000992	1.770143314	0.318824499	1
-0.007659299	-0.000570373	-0.029042292	-0.012593651	-0.03866654	-0.062623222	-0.006466821	-0.438713265	-0.007155197	-1.344073569	1
-0.156282818	0.00394782	-0.269698102	0.145050264	-0.977752152	0.383040186	-0.935770182	-0.511260176	-0.936785932	-1.988175272	1
-0.259580174	0.053340787	-0.463024045	0.340049088	-1.875548826	0.844305112	-1.836223485	-0.542565178	-1.837842387	-2.485371832	1
-0.022313512	0.27197474	-0.38915495	1.058644929	-4.160738927	2.724896711	-4.430134444	1.294150815	-4.429200613	1.360677525	1
0.042261602	-0.029565159	0.017465445	-0.065577655	0.038338611	-0.131509556	0.074439602	-0.638146107	0.07339736	-1.874247332	1
-0.067616575	-0.038020032	-0.206717582	0.18644643	-1.327056156	0.685548703	-1.350968115	-0.195628576	-1.351556213	-1.315772219	1
-0.164216181	0.019847371	-0.389351852	0.337181055	-2.028026472	0.965358917	-2.019889643	-0.626254019	-2.021443285	-2.908199828	1
-0.150190754	0.000154936	-0.307134508	0.185831942	-1.305167112	0.528016077	-1.261972126	-0.731130714	-1.263511124	-2.799092677	1
-0.185559476	0.035603903	-0.464220717	0.494989622	-2.729606311	1.442424787	-2.775241724	-0.215256647	-2.77641195	-2.082220886	1
-0.166914337	0.000851001	-0.388500153	0.314512269	-2.001124936	0.945711832	-1.992251378	-0.611059612	-1.993764485	-2.840044466	1
-0.059049537	-0.129124935	-0.068326619	-0.231617778	0.287017223	-0.432980545	0.389890909	-1.011837312	0.388876026	-2.735701234	1
0.044374837	-0.063023427	0.201713547	-0.362402819	1.671021334	-1.002691021	1.746718284	-0.207592051	1.746891198	0.344819711	1
-0.042153282	-0.177135644	0.11890235	-0.480623908	1.66666617	-1.084155398	1.767522189	-0.192463901	1.767867104	0.511917	1
-0.021257338	-0.173188286	0.142121427	-0.481983214	1.692906159	-1.086114688	1.78797889	-0.181368383	1.788392504	0.552479579	1
-0.022521633	-0.161454099	0.137837019	-0.464761195	1.662697305	-1.065259032	1.756782474	-0.17902255	1.757141777	0.538689775	1
0.045833613	-0.235699122	0.202005024	-0.522243306	1.622444242	-1.014081562	1.690247836	-0.157752834	1.690616511	0.514478181	1
0.052166757	-0.029813588	0.230359486	-0.345706043	1.817407633	-1.044536874	1.888457259	-0.102015116	1.888806077	0.670385593	1
-0.031661112	-0.269566634	0.13950716	-0.643068552	1.923836644	-1.340525272	2.061219171	-0.642870975	2.062246625	-0.640723706	1
-0.077483374	0.084523324	-0.18754398	0.238649427	-0.991460818	0.498822099	-0.989103774	-0.26978951	-0.990137523	-1.318217461	1
-0.069504968	-0.114093869	-0.050027626	-0.250846989	0.518501764	-0.544161808	0.625969163	-0.892879671	0.62514022	-2.259592116	1
-0.15314233	0.230016268	-0.545165821	0.9977635	-4.230420051	2.571898425	-4.421495408	0.730216722	-4.421375123	-0.258076265	1
-0.107385399	0.160178267	-0.401022225	0.758210213	-3.246181982	2.009163	-3.409528913	0.751180207	-3.409301228	0.380067222	1
-0.125813266	0.211453246	-0.484263127	0.925661894	-3.906204892	2.402376349	-4.09481181	0.776521764	-4.0946005	0.058816474	1
-0.100885769	-0.10453395	-0.150568302	-0.111502769	-0.206404533	-0.124854368	-0.126101247	-0.817023334	-0.127210702	-2.432709502	1
-0.19776941	0.042638701	-0.388681847	0.337006734	-1.829350808	0.898300705	-1.825410592	-0.284975028	-1.826722753	-1.730885189	1
-0.203902435	0.115584185	-0.486498983	0.642129768	-2.991257478	1.709986581	-3.082350892	0.366885927	-3.0832786	-0.462651175	1
-0.150530035	0.181734621	-0.503987859	0.881088217	-3.845339818	2.33507579	-4.020622789	0.756320157	-4.020766882	0.098666024	1
-0.194293597	0.087427217	-0.417733271	0.448663215	-2.186463093	1.138515889	-2.205900071	-0.191913024	-2.207164912	-1.683651267	1
-0.168670858	-0.036246358	-0.327997922	0.153197876	-1.334601091	0.522115635	-1.286892686	-0.730526469	-1.288477377	-2.775155125	1
0.043693764	-0.23468268	0.198334116	-0.518934563	1.607188429	-1.006672051	1.675090102	-0.159331782	1.675446288	0.503731621	1
0.063327445	-0.200908318	0.211010313	-0.47025486	1.537611057	-0.940331363	1.595234511	-0.147204381	1.595500028	0.460255375	1
0.03077679	-0.109513809	0.186102348	-0.388354513	1.590263784	-0.955594856	1.658938399	-0.127074505	1.659186369	0.524982444	1
0.076382474	-0.036451692	0.253560752	-0.352112777	1.818673347	-1.034309574	1.882353392	-0.096995848	1.882759887	0.680616624	1
0.078001017	-0.023399241	0.241335017	-0.315890493	1.682426081	-0.951379873	1.739610593	-0.099144977	1.739886608	0.595031896	1
0.059238162	0.027317996	0.243131312	-0.297244856	1.870046315	-1.049731328	1.940147737	-0.079010156	1.940510873	0.742549481	1
-0.013669245	0.235656553	-0.348857346	0.962154981	-3.827140963	2.518227164	-4.081985955	1.272526882	-4.081288558	1.520033852	1
-0.049572926	0.273334739	-0.431946451	1.084091424	-4.313873424	2.793777287	-4.579858054	1.277890472	-4.579096267	1.253384135	1
-0.009553961	0.222380143	-0.332246207	0.910000364	-3.640655832	2.380417225	-3.877570936	1.119857432	-3.877002552	1.168634578	1
-0.136643782	0.057129303	-0.278536067	0.270018587	-1.337626262	0.65792954	-1.332826839	-0.290172792	-1.333696846	-1.55144688	1
0.051437205	-0.064551424	0.064260016	-0.185377114	0.47532685	-0.421444087	0.538901984	-0.802685203	0.537956707	-2.101603504	1
0.085185713	-0.073802972	0.223285103	-0.333196877	1.461614719	-0.849491253	1.51047868	-0.143745478	1.510605298	0.391474096	1
0.008514007	-0.206075599	0.162664013	-0.491905527	1.593721888	-1.013537469	1.672696022	-0.167592146	1.673045875	0.496640597	1
0.065683954	0.009788749	0.248953915	-0.313947922	1.867585893	-1.050498531	1.935716226	-0.080926307	1.936096599	0.738519245	1
0.073650146	0.039513117	0.241595467	-0.259886622	1.721273744	-0.954220528	1.780808088	-0.08479627	1.781055896	0.636066077	1
0.062356183	0.05384404	0.235701473	-0.25263175	1.764724746	-0.978541818	1.828920008	-0.076693155	1.829110363	0.679058166	1
0.004380206	0.251728373	-0.308367444	0.941551071	-3.608383828	2.410044408	-3.860471266	1.275434696	-3.85947924	1.617525476	1
-0.07373581	0.175161218	-0.311991003	0.67353405	-2.678046145	1.699629012	-2.82527462	0.726815107	-2.824904007	0.603749575	1
0.066748498	-0.028453875	0.252706662	-0.357185685	1.898519066	-1.081276916	1.968366621	-0.094633062	1.968783425	0.725443037	1
0.062647735	0.034680369	0.250794298	-0.293910621	1.905377533	-1.061397011	1.974802481	-0.064438349	1.975070437	0.789450719	1
0.113348434	-0.038128781	0.284340191	-0.337934406	1.758585831	-0.971895454	1.806288027	-0.079607389	1.806332366	0.652183829	1
-0.084927616	0.14260529	-0.336268915	0.655256153	-2.779164731	1.727873557	-2.921926423	0.660721248	-2.92180867	0.379611117	1
-0.215722091	0.175958724	-0.536031111	0.737371385	-3.259111336	1.823921238	-3.337260434	0.036325024	-3.338084528	-1.686803966	1
-0.060049284	0.281702398	-0.44203428	1.06750977	-4.225425051	2.698079551	-4.467967622	1.039390974	-4.467251996	0.567178	1
0.014674592	0.256888441	-0.323137139	0.998138329	-3.87891862	2.586984299	-4.150822743	1.340576859	-4.149783433	1.6422884	1
-0.069759864	0.280323521	-0.468834036	1.107967313	-4.44163373	2.837507549	-4.698694388	1.15706177	-4.697990052	0.816057896	1
-0.001322404	0.270895331	-0.364988445	1.04662259	-4.101389069	2.692998635	-4.370848591	1.234093628	-4.369839266	1.185574453	1
-0.034788666	-0.022845016	-0.091720365	-0.024598363	-0.234653973	-0.052600194	-0.173062772	-0.84136344	-0.174287953	-2.591932274	1
0.065378085	-0.011770688	0.255888196	-0.344361457	1.932855531	-1.091128368	2.003125385	-0.074548991	2.00344899	0.787275529	1
0.085653731	-0.020620118	0.271772068	-0.34396161	1.892556157	-1.056537215	1.954043638	-0.067371572	1.954214478	0.769372221	1
0.116985095	-0.061260527	0.278106165	-0.345841859	1.66729138	-0.927254958	1.710592481	-0.093835639	1.710579835	0.569766903	1
0.086543711	0.06613442	0.224096501	-0.187790869	1.440144935	-0.785509226	1.485568785	-0.122058733	1.485564083	0.368111552	1
0.062627722	0.012809362	0.205681899	-0.249031584	1.488333648	-0.844174587	1.543994846	-0.139758526	1.543940055	0.368994405	1
-0.015078099	0.282786802	-0.388703596	1.076926019	-4.20954061	2.753340929	-4.480314082	1.247271415	-4.47933566	1.17134073	1
-0.055525485	0.279620243	-0.412638345	1.016315808	-3.959270631	2.536724201	-4.188166087	0.992972049	-4.187464033	0.583258487	1
-0.110463587	0.274465039	-0.495449916	1.044549972	-4.200512956	2.618276892	-4.413361347	0.866849048	-4.412995831	0.118019341	1
-0.134474708	0.260573274	-0.544939568	1.0835248	-4.489493275	2.781014918	-4.712837815	0.943870467	-4.712524859	0.212854218	1
0.027311445	0.280918369	-0.315481837	1.026609253	-3.907745579	2.610777605	-4.181567807	1.283470205	-4.180358173	1.412161095	1
0.019011774	0.274561988	-0.328398447	1.032761316	-3.972517995	2.649009665	-4.249630261	1.329104174	-4.248460151	1.528529507	1
0.054295252	0.271261857	-0.266779383	0.976895451	-3.675090531	2.48494753	-3.945587201	1.260378541	-3.944312879	1.456548119	1
0.073899007	-0.010389886	0.263456772	-0.339771418	1.92237324	-1.077479568	1.988881148	-0.066770341	1.989113402	0.79317735	1
0.10839201	-0.065171069	0.265394255	-0.343574264	1.625876028	-0.91115844	1.670442916	-0.101765834	1.670411434	0.53340182	1
0.10446985	0.004054588	0.255940025	-0.277031301	1.597261558	-0.891171611	1.646264344	-0.15743769	1.646486906	0.359187497	1
0.064051866	0.100779049	0.218350288	-0.177866059	1.5915443	-0.870545082	1.650035092	-0.114222635	1.649882436	0.464782661	1
0.032054533	-0.183446961	0.178260389	-0.475759966	1.584450176	-1.01967411	1.666733129	-0.340607858	1.667240351	-0.046309153	1
0.02314802	0.279659108	-0.321451562	1.026670608	-3.920240723	2.612108821	-4.192078395	1.266089613	-4.190894967	1.355468253	1
-0.207260059	0.236693678	-0.596498615	0.981755601	-4.16393235	2.47678618	-4.325179883	0.608164966	-4.325505992	-0.515272903	1
-0.122392605	0.005645015	-0.224916746	0.075712283	-0.693326429	0.160079851	-0.620673059	-0.879790092	-0.622265079	-2.890200744	1
-0.208186742	0.206256683	-0.598879374	0.936661754	-4.114985636	2.4096272	-4.262403853	0.447814234	-4.262889098	-0.962255372	1
-0.016841827	-0.057988196	-0.030711449	-0.05795333	-0.052243215	-0.039096209	-0.032767982	-0.237906683	-0.033172425	-0.723884404	1
-0.075370699	0.263843464	-0.43731366	1.007649668	-4.01045345	2.548414673	-4.235044458	0.9965765	-4.234491442	0.603112504	1
-0.012080446	0.294545804	-0.38305782	1.084646769	-4.184499849	2.745144657	-4.455421164	1.249693896	-4.454388806	1.182041012	1
-0.028211346	0.293925495	-0.411206649	1.104162305	-4.306443672	2.805141533	-4.57732492	1.248231699	-4.576389093	1.12560083	1
-0.083824082	0.246851783	-0.466909404	1.040570284	-4.267452682	2.708899452	-4.509164129	1.124036206	-4.508725724	0.864941038	1
-0.175200512	0.224002204	-0.566409642	0.990914146	-4.235211166	2.562412984	-4.420954018	0.763330236	-4.421017058	-0.114960444	1
